step,active_regime,forecast_variance,forecast_vol,forecast_vol_ann
87,0,1.752979512715272e-05,0.004186859816993246,0.39186860720636685
88,0,1.753583501021556e-05,0.00418758104521161,0.39193611046889815
89,0,1.7541586271243304e-05,0.004188267693360025,0.3920003772142207
90,0,1.7547062702337266e-05,0.004188921424703174,0.39206156311537915
91,0,1.7552277436528992e-05,0.004189543822008429,0.39211981631128257
92,0,1.7557242979274584e-05,0.004190136391488299,0.39217527777569733
93,0,1.756197123844404e-05,0.0041907005665454125,0.39222808166775847
94,0,1.756647355287752e-05,0.004191237711330332,0.39227835566496283
95,0,1.757076071957702e-05,0.0041917491241219365,0.39232622127955546
96,0,1.7574843019598686e-05,0.004192236040539546,0.39237179415916795
97,0,1.757873024270779e-05,0.00419269963659547,0.39241518437252176
98,0,1.7582431710855587e-05,0.004193141031596193,0.3924564966809633
99,0,1.758595630053429e-05,0.00419356129089993,0.39249583079655814
100,0,1.7589312464063782e-05,0.004193961428537914,0.39253328162742934
101,0,1.7592508249861136e-05,0.004194342409706334,0.39256893951099026
102,0,1.759555132174152e-05,0.0041947051531355,0.3926028904356866
103,0,1.7598448977296794e-05,0.004195050533342452,0.39263521625182823
104,0,1.7601208165395884e-05,0.004195379382772896,0.39266599487206416
105,0,1.7603835502848846e-05,0.004195692493838037,0.39269530046201967
106,0,1.760633729027465e-05,0.004195990620851606,0.3927232036215914
107,0,1.76087195272107e-05,0.004196274481872069,0.39274977155736923
108,0,1.7610987926500324e-05,0.004196544760454763,0.3927750682466274
109,0,1.7613147927992744e-05,0.0041968021073184696,0.39279915459330667
110,0,1.761520471158838e-05,0.004197047141930667,0.3928220885763862
111,0,1.7617163209660777e-05,0.004197280454015526,0.392843925391024
112,0,1.7619028118884928e-05,0.004197502604988463,0.3928647175828239
113,0,1.7620803911500375e-05,0.004197714129320906,0.39288451517557077
114,0,1.7622494846036077e-05,0.004197915535838719,0.39290336579275575
115,0,1.762410497752281e-05,0.004198107308957551,0.3929213147731996
116,0,1.7625638167217514e-05,0.004198289909858241,0.39293840528106366
117,0,1.7627098091863e-05,0.004198463777605209,0.39295467841052595
118,0,1.762848825250513e-05,0.004198629330210649,0.39297017328538425
119,0,1.7629811982888682e-05,0.004198786965647183,0.3929849271538348
120,0,1.7631072457452006e-05,0.004198937062811493,0.392998975478664
121,0,1.7632272698939645e-05,0.004199079982441349,0.3930123520230774
122,0,1.7633415585651177e-05,0.004199216067988307,0.39302508893237886
123,0,1.7634503858343673e-05,0.004199345646448227,0.3930372168117042
124,0,1.7635540126804302e-05,0.0041994690291516975,0.39304876479999995
125,0,1.7636526876108865e-05,0.004199586512516305,0.39305976064043197
126,0,1.7637466472581252e-05,0.004199698378762605,0.3930702307473968
127,0,1.7638361169468135e-05,0.004199804896595571,0.39308020027030216
128,0,1.7639213112342462e-05,0.004199906321853198,0.39308969315427233
129,0,1.7640024344248775e-05,0.004200002898123854,0.39309873219792923
130,0,1.7640796810602627e-05,0.0042000948573338946,0.39310733910839035
131,0,1.7641532363855882e-05,0.00420018242030699,0.39311553455361886
132,0,1.7642232767939084e-05,0.004200265797296533,0.39312333821225415
133,0,1.764289970249154e-05,0.004200345188492434,0.3931307688210449
134,0,1.7643534766889256e-05,0.0042004207845035306,0.39313784422000114
135,0,1.7644139484080416e-05,0.004200492766816819,0.3931445813953747
136,0,1.7644715304237553e-05,0.004200561308234598,0.3931509965205747
137,0,1.7645263608235207e-05,0.004200626573290609,0.3931571049951157
138,0,1.7645785710961413e-05,0.004200688718646195,0.3931629214816956
139,0,1.7646282864470918e-05,0.004200747893467414,0.3931684599414928
140,0,1.7646756260987753e-05,0.004200804239784062,0.39317373366776764
141,0,1.7647207035764284e-05,0.004200857892831449,0.39317875531785174
142,0,1.7647636269803682e-05,0.004200908981375779,0.39318353694360125
143,0,1.7648044992452266e-05,0.004200957628023909,0.3931880900203894
144,0,1.7648434183867978e-05,0.004201003949518255,0.3931924254747076
145,0,1.76488047773709e-05,0.004201048057017547,0.39319655371044276
146,0,1.7649157661681463e-05,0.004201090056364118,0.3932004846338946
147,0,1.7649493683051663e-05,0.004201130048338383,0.3932042276775932
148,0,1.7649813647294485e-05,0.004201168128901114,0.39320779182297455
149,0,1.76501183217163e-05,0.004201204389424097,0.39321118562196933
150,0,1.7650408436956964e-05,0.004201238916909745,0.393214417217557
151,0,1.765068468874194e-05,0.004201271794200173,0.39321749436333503
152,0,1.7650947739550747e-05,0.004201303100176271,0.39322042444214994
153,0,1.765119822020563e-05,0.004201332909947226,0.39322321448383657
154,0,1.765143673138435e-05,0.004201361295030975,0.3932258711821069
155,0,1.7651663845060656e-05,0.004201388323526005,0.39322840091063027
156,0,1.7651880105875942e-05,0.004201414060274938,0.3932308097383434
157,0,1.7652086032445355e-05,0.004201438567020272,0.39323310344402757
158,0,1.765228211860148e-05,0.004201461902552667,0.39323528753018716
159,0,1.7652468834578605e-05,0.004201484122852138,0.3932373672362643
160,0,1.765264662814039e-05,0.00420150528122248,0.3932393475512208
161,0,1.765281592565364e-05,0.0042015254284192595,0.3932412332255175
162,0,1.7652977133110793e-05,0.004201544612771688,0.3932430287825209
163,0,1.765313063710351e-05,0.004201562880298652,0.3932447385293626
164,0,1.7653276805749778e-05,0.004201580274819199,0.3932463665672806
165,0,1.7653415989576687e-05,0.004201596838057727,0.3932479168014648
166,0,1.7653548522361025e-05,0.004201612609744147,0.39324939295043115
167,0,1.7653674721929714e-05,0.004201627627709256,0.393250798554948
168,0,1.7653794890921987e-05,0.004201641927975537,0.39325213698653516
